Company name,Ticker,Sector,Industry
CMTL,Comtech Telecommunications Corp.,Technology,Radio And Television Broadcasting And Communications Equipment
CNAT,Conatus Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
CNCE,"Concert Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
BBCP,"Concrete Pumping Holdings, Inc. ",Basic Industries,Engineering & Construction
CDOR,"Condor Hospitality Trust, Inc.",Consumer Services,Real Estate Investment Trusts
CFMS,"ConforMIS, Inc.",Health Care,Industrial Specialties
CNFR,"Conifer Holdings, Inc.",Finance,Property-Casualty Insurers
CNFRL,"Conifer Holdings, Inc.",Finance,Property-Casualty Insurers
CNMD,CONMED Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CTWS,"Connecticut Water Service, Inc.",Public Utilities,Water Supply
CNOB,"ConnectOne Bancorp, Inc.",Finance,Major Banks
CONN,"Conn&#39;s, Inc.",Consumer Services,Consumer Electronics/Video Chains
CNSL,"Consolidated Communications Holdings, Inc.",Public Utilities,Telecommunications Equipment
CWCO,Consolidated Water Co. Ltd.,Public Utilities,Water Supply
CNAC,Constellation Alpha Capital Corp.,Health Care,Medical Specialities
CNACR,Constellation Alpha Capital Corp.,Health Care,Medical Specialities
CNACU,Constellation Alpha Capital Corp.,Health Care,Medical Specialities
CNACW,Constellation Alpha Capital Corp.,Health Care,Medical Specialities
CNST,"Constellation Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ROAD,"Construction Partners, Inc.",Basic Industries,Military/Government/Technical
CPSS,"Consumer Portfolio Services, Inc.",Finance,Finance: Consumer Services
CFRX,ContraFect Corporation,Health Care,Major Pharmaceuticals
CTRV,ContraVir Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
CTRL,Control4 Corporation,Capital Goods,Electrical Products
AWSM,Cool Holdings Inc.,Consumer Non-Durables,Electronic Components
CPRT,"Copart, Inc.",Consumer Durables,Automotive Aftermarket
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Health Care,Major Pharmaceuticals
CORT,Corcept Therapeutics Incorporated,Health Care,Major Pharmaceuticals
CORE,"Core-Mark Holding Company, Inc.",Consumer Non-Durables,Food Distributors
CSOD,"Cornerstone OnDemand, Inc.",Technology,Computer Software: Prepackaged Software
CORV,Correvio Pharma Corp.,Health Care,Major Pharmaceuticals
CLDB,Cortland Bancorp,n/a,n/a
CRVL,CorVel Corp.,Finance,Specialty Insurers
CRVS,"Corvus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
CSGP,"CoStar Group, Inc.",Miscellaneous,Business Services
COST,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores
CPAH,CounterPath Corporation,Technology,Computer Software: Prepackaged Software
ICBK,"County Bancorp, Inc.",Finance,Major Banks
COUP,Coupa Software Incorporated,Technology,Computer Software: Prepackaged Software
CVTI,"Covenant Transportation Group, Inc.",Transportation,Trucking Freight/Courier Services
CVET,"Covetrus, Inc.",Health Care,Medical/Nursing Services
COWN,Cowen Inc.,Finance,Investment Bankers/Brokers/Service
COWNL,Cowen Inc.,Finance,Investment Bankers/Brokers/Service
COWNZ,Cowen Inc.,Finance,Investment Bankers/Brokers/Service
PMTS,CPI Card Group Inc.,Finance,Finance Companies
CPSH,CPS Technologies Corp.,Capital Goods,Building Materials
CRAI,"CRA International,Inc.",Miscellaneous,Other Consumer Services
CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Services,Restaurants
BREW,"Craft Brew Alliance, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
CRAY,Cray Inc,Technology,Computer Manufacturing
CREX,"Creative Realities, Inc.",Technology,EDP Services
CREXW,"Creative Realities, Inc.",Technology,EDP Services
CACC,Credit Acceptance Corporation,Finance,Finance: Consumer Services
DGLD,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
DSLV,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
GLDI,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
SLVO,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
TVIX,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
UGLD,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
USLV,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
USOI,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
VIIX,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
ZIV,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
CREE,"Cree, Inc.",Technology,Semiconductors
CRSAU,Crescent Acquisition Corp,n/a,n/a
CRESY,Cresud S.A.C.I.F. y A.,Finance,Real Estate
CRNX,"Crinetics Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
CRSP,CRISPR Therapeutics AG,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRTO,Criteo S.A.,Technology,Advertising
CROX,"Crocs, Inc.",Consumer Non-Durables,Shoe Manufacturing
CRON,Cronos Group Inc.,Consumer Durables,Specialty Chemicals
CCRN,"Cross Country Healthcare, Inc.",Technology,Professional Services
CRWS,"Crown Crafts, Inc.",Basic Industries,Textiles
CYRX,"CryoPort, Inc.",Transportation,Oil Refining/Marketing
CYRXW,"CryoPort, Inc.",Transportation,Oil Refining/Marketing
CSGS,"CSG Systems International, Inc.",Technology,EDP Services
CCLP,CSI Compressco LP,Energy,Oilfield Services/Equipment
CSPI,CSP Inc.,Technology,EDP Services
CSWI,"CSW Industrials, Inc.",Basic Industries,Home Furnishings
CSX,CSX Corporation,Transportation,Railroads
CTIC,CTI BioPharma Corp.,Health Care,Major Pharmaceuticals
CTIB,CTI Industries Corporation,Basic Industries,Specialty Chemicals
CTRP,"Ctrip.com International, Ltd.",Miscellaneous,Business Services
CUE,"Cue Biopharma, Inc.",Health Care,Major Pharmaceuticals
CUI,"CUI Global, Inc.",Consumer Non-Durables,Electronic Components
CPIX,Cumberland Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
CMLS,Cumulus Media Inc.,Consumer Services,Broadcasting
CRIS,"Curis, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CUTR,"Cutera, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVBF,CVB Financial Corporation,Finance,Major Banks
CVV,CVD Equipment Corporation,Technology,Industrial Machinery/Components
CYAN,Cyanotech Corporation,Consumer Durables,Specialty Chemicals
CYBR,CyberArk Software Ltd.,Technology,Computer Software: Prepackaged Software
CYBE,CyberOptics Corporation,Capital Goods,Electronic Components
CYCC,"Cyclacel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
CYCCP,"Cyclacel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
CBAY,CymaBay Therapeutics Inc.,Health Care,Major Pharmaceuticals
CY,Cypress Semiconductor Corporation,Technology,Semiconductors
CYRN,CYREN Ltd.,Technology,Computer Software: Prepackaged Software
CONE,CyrusOne Inc,Consumer Services,Real Estate Investment Trusts
CYTK,"Cytokinetics, Incorporated",Health Care,Major Pharmaceuticals
CTMX,"CytomX Therapeutics, Inc.",Health Care,Major Pharmaceuticals
CYTX,Cytori Therapeutics Inc.,Health Care,Medical/Dental Instruments
CYTXZ,Cytori Therapeutics Inc.,Health Care,Medical/Dental Instruments
CTSO,Cytosorbents Corporation,Health Care,Medical/Dental Instruments
CYTR,CytRx Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DJCO,Daily Journal Corp. (S.C.),Consumer Services,Newspapers/Magazines
DAKT,"Daktronics, Inc.",Consumer Durables,Miscellaneous manufacturing industries
DARE,"Dare Bioscience, Inc.",Health Care,Major Pharmaceuticals
DRIO,DarioHealth Corp.,Health Care,Medical/Dental Instruments
DRIOW,DarioHealth Corp.,Health Care,Medical/Dental Instruments
DZSI,"DASAN Zhone Solutions, Inc.",Public Utilities,Telecommunications Equipment
DSKE,"Daseke, Inc.",Consumer Services,Transportation Services
DSKEW,"Daseke, Inc.",Consumer Services,Transportation Services
DAIO,Data I/O Corporation,Capital Goods,Electrical Products
DTSS,Datasea Inc.,Technology,Computer Software: Prepackaged Software
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",Consumer Services,Restaurants
DTEA,DAVIDsTEA Inc.,Consumer Non-Durables,Food Chains
DFNL,Davis Select Financial ETF,n/a,n/a
DINT,Davis Select International ETF,n/a,n/a
DUSA,Davis Select U.S. Equity ETF,n/a,n/a
DWLD,Davis Select Worldwide ETF,n/a,n/a
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Production
DBVT,DBV Technologies S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DDMX,DD3 Acquisition Corp.,Finance,Business Services
DDMXU,DD3 Acquisition Corp.,Finance,Business Services
DDMXW,DD3 Acquisition Corp.,Finance,Business Services
DCPH,"Deciphera Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",Consumer Services,Restaurants
TACO,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants
TACOW,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants
DMPI,"DelMar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
DNLI,Denali Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DENN,Denny&#39;s Corporation,Consumer Services,Restaurants
XRAY,DENTSPLY SIRONA Inc.,Health Care,Medical/Dental Instruments
DERM,"Dermira, Inc.",Health Care,Major Pharmaceuticals
DEST,Destination Maternity Corporation,Consumer Services,Clothing/Shoe/Accessory Stores
DXLG,"Destination XL Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
DSWL,"Deswell Industries, Inc.",Consumer Non-Durables,Plastic Products
DXCM,"DexCom, Inc.",Health Care,Medical/Dental Instruments
DFBH,DFB Healthcare Acquisitions Corp.,Finance,Business Services
DFBHU,DFB Healthcare Acquisitions Corp.,Finance,Business Services
DFBHW,DFB Healthcare Acquisitions Corp.,Finance,Business Services
DHXM,DHX Media Ltd.,n/a,n/a
DMAC,DiaMedica Therapeutics Inc.,Health Care,Major Pharmaceuticals
DHIL,"Diamond Hill Investment Group, Inc.",Finance,Investment Managers
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Production
DPHCU,DiamondPeak Holdings Corp.,Finance,Business Services
DRNA,"Dicerna Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
DFFN,Diffusion Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
DGII,Digi International Inc.,Technology,Computer Communications Equipment
DMRC,Digimarc Corporation,Technology,EDP Services
DRAD,Digirad Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DGLY,"Digital Ally, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
APPS,"Digital Turbine, Inc.",Miscellaneous,Multi-Sector Companies
DCOM,"Dime Community Bancshares, Inc.",Finance,Savings Institutions
DIOD,Diodes Incorporated,Technology,Semiconductors
DISCA,"Discovery, Inc.",Consumer Services,Television Services
DISCB,"Discovery, Inc.",Consumer Services,Television Services
DISCK,"Discovery, Inc.",Consumer Services,Television Services
DISH,DISH Network Corporation,Consumer Services,Television Services
DVCR,Diversicare Healthcare Services Inc.,Health Care,Hospital/Nursing Management
SAUC,"Diversified Restaurant Holdings, Inc.",Consumer Services,Restaurants
DLHC,DLH Holdings Corp.,Technology,Professional Services
BOOM,DMC Global Inc.,Capital Goods,Industrial Specialties
DNBF,DNB Financial Corp,Finance,Major Banks
DOCU,"DocuSign, Inc.",Technology,Computer Software: Prepackaged Software
DOGZ,Dogness (International) Corporation,Consumer Durables,Miscellaneous manufacturing industries
DLTR,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores
DLPN,"Dolphin Entertainment, Inc.",Consumer Services,Other Consumer Services
DLPNW,"Dolphin Entertainment, Inc.",Consumer Services,Other Consumer Services
DOMO,"Domo, Inc.",Technology,Computer Software: Prepackaged Software
DGICA,"Donegal Group, Inc.",Finance,Property-Casualty Insurers
DGICB,"Donegal Group, Inc.",Finance,Property-Casualty Insurers
DMLP,"Dorchester Minerals, L.P.",Energy,Oil & Gas Production
DORM,"Dorman Products, Inc.",Capital Goods,Auto Parts:O.E.M.
DOVA,"Dova Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
LYL,Dragon Victory International Limited,Finance,Finance/Investors Services
DBX,"Dropbox, Inc.",Technology,Computer Software: Prepackaged Software
DCAR,"DropCar, Inc.",Consumer Services,Telecommunications Equipment
DRYS,DryShips Inc.,Transportation,Marine Transportation
DSPG,"DSP Group, Inc.",Technology,Semiconductors
DLTH,Duluth Holdings Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
DNKN,"Dunkin&#39; Brands Group, Inc.",Consumer Services,Restaurants
DRRX,DURECT Corporation,Health Care,Major Pharmaceuticals
DXPE,"DXP Enterprises, Inc.",Capital Goods,Industrial Machinery/Components
DYSL,Dynasil Corporation of America,Capital Goods,Industrial Machinery/Components
DYNT,Dynatronics Corporation,Health Care,Medical/Dental Instruments
DVAX,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals
ETFC,E*TRADE Financial Corporation,Finance,Savings Institutions
SSP,E.W. Scripps Company (The),Consumer Services,Broadcasting
EBMT,"Eagle Bancorp Montana, Inc.",Finance,Major Banks
EGBN,"Eagle Bancorp, Inc.",Finance,Major Banks
EGLE,Eagle Bulk Shipping Inc.,Transportation,Marine Transportation
EFBI,"Eagle Financial Bancorp, Inc.",Finance,Savings Institutions
EGRX,"Eagle Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
EWBC,"East West Bancorp, Inc.",Finance,Major Banks
EML,Eastern Company (The),Capital Goods,Industrial Machinery/Components
EAST,"Eastside Distilling, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
EVGBC,Eaton Vance NextShares Trust,n/a,n/a
EVSTC,Eaton Vance NextShares Trust,n/a,n/a
EVFTC,Eaton Vance NextShares Trust II,n/a,n/a
EVLMC,Eaton Vance NextShares Trust II,n/a,n/a
OKDCC,Eaton Vance NextShares Trust II,n/a,n/a
EBAY,eBay Inc.,Miscellaneous,Business Services
EBAYL,eBay Inc.,Miscellaneous,Business Services
EBIX,"Ebix, Inc.",Technology,EDP Services
ECHO,"Echo Global Logistics, Inc.",Transportation,Oil Refining/Marketing
SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
EEI,"Ecology and Environment, Inc.",Consumer Services,Military/Government/Technical
EDAP,EDAP TMS S.A.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDGE,"Edge Therapeutics, Inc.",Health Care,Major Pharmaceuticals
EDNT,"Edison Nation, Inc.",Consumer Non-Durables,Recreational Products/Toys
EDIT,"Editas Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDTX,EdtechX Holdings Acquisition Corp.,Finance,Business Services
EDTXU,EdtechX Holdings Acquisition Corp.,Finance,Business Services
EDTXW,EdtechX Holdings Acquisition Corp.,Finance,Business Services
EDUC,Educational Development Corporation,Consumer Durables,Consumer Specialties
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software
EHTH,"eHealth, Inc.",Finance,Specialty Insurers
EIDX,"Eidos Therapeutics, Inc.",Health Care,Major Pharmaceuticals
EIGR,"Eiger BioPharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EKSO,"Ekso Bionics Holdings, Inc.",Capital Goods,Industrial Machinery/Components
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Services,Restaurants
ESLT,Elbit Systems Ltd.,Capital Goods,Military/Government/Technical
ERI,"Eldorado Resorts, Inc.",Consumer Services,Hotels/Resorts
SOLO,Electrameccanica Vehicles Corp. Ltd.,Capital Goods,Auto Manufacturing
SOLOW,Electrameccanica Vehicles Corp. Ltd.,Capital Goods,Auto Manufacturing
ECOR,"electroCore, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software
EFII,"Electronics for Imaging, Inc.",Technology,Computer Communications Equipment
ELSE,"Electro-Sensors, Inc.",Capital Goods,Industrial Machinery/Components
ESBK,Elmira Savings Bank NY (The),Finance,Major Banks
ELOX,"Eloxx Pharmaceuticals, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
ELTK,Eltek Ltd.,Technology,Electrical Products
EMCI,EMC Insurance Group Inc.,Finance,Property-Casualty Insurers
EMCF,Emclaire Financial Corp,Finance,Major Banks
EMKR,EMCORE Corporation,Technology,Semiconductors
EMMS,Emmis Communications Corporation,Consumer Services,Broadcasting
NYNY,"Empire Resorts, Inc.",Consumer Services,Restaurants
ENTA,"Enanta Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ECPG,Encore Capital Group Inc,Finance,Finance Companies
WIRE,Encore Wire Corporation,Capital Goods,Metal Fabrications
ENDP,Endo International plc,Health Care,Major Pharmaceuticals
ELGX,"Endologix, Inc.",Health Care,Medical/Dental Instruments
NDRA,ENDRA Life Sciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW,ENDRA Life Sciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EIGI,"Endurance International Group Holdings, Inc.",Technology,Computer Software: Prepackaged Software
WATT,Energous Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
EFOI,"Energy Focus, Inc.",Consumer Durables,Building Products
ERII,"Energy Recovery, Inc.",Technology,Industrial Machinery/Components
ENG,ENGlobal Corporation,Consumer Services,Military/Government/Technical
ENOB,"Enochian Biosciences, Inc.",Health Care,Major Pharmaceuticals
ENPH,"Enphase Energy, Inc.",Technology,Semiconductors
ESGR,Enstar Group Limited,Finance,Property-Casualty Insurers
ESGRO,Enstar Group Limited,Finance,Property-Casualty Insurers
ESGRP,Enstar Group Limited,Finance,Property-Casualty Insurers
ETTX,Entasis Therapeutics Holdings Inc.,Health Care,Major Pharmaceuticals
ENFC,Entegra Financial Corp.,Finance,Banks
ENTG,"Entegris, Inc.",Consumer Non-Durables,Plastic Products
ENTX,Entera Bio Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW,Entera Bio Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EBTC,Enterprise Bancorp Inc,Finance,Major Banks
EFSC,Enterprise Financial Services Corporation,Finance,Major Banks
EPZM,"Epizyme, Inc.",Health Care,Major Pharmaceuticals
PLUS,ePlus inc.,Technology,Retail: Computer Software & Peripheral Equipment
EPSN,Epsilon Energy Ltd.,Energy,Oil & Gas Production
EQ,"Equillium, Inc.",Health Care,Major Pharmaceuticals
EQIX,"Equinix, Inc.",Consumer Services,Real Estate Investment Trusts
EQBK,"Equity Bancshares, Inc.",Finance,Major Banks
ERIC,Ericsson,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company,Finance,Specialty Insurers
ERYP,Erytech Pharma S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESCA,"Escalade, Incorporated",Consumer Non-Durables,Recreational Products/Toys
ESPR,"Esperion Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ESQ,"Esquire Financial Holdings, Inc.",Finance,Commercial Banks
ESSA,"ESSA Bancorp, Inc.",Finance,Banks
EPIX,ESSA Pharma Inc.,Health Care,Major Pharmaceuticals
ESTA,Establishment Labs Holdings Inc.,Health Care,Industrial Specialties
ESTR,"Estre Ambiental, Inc.",Public Utilities,Environmental Services
ESTRW,"Estre Ambiental, Inc.",Public Utilities,Environmental Services
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,n/a,n/a
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,n/a,n/a
VIDI,ETF Series Solutions Trust Vident International Equity Fund,n/a,n/a
ETON,"Eton Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ETSY,"Etsy, Inc.",Miscellaneous,Business Services
CLWT,Euro Tech Holdings Company Limited,Consumer Durables,Diversified Electronic Products
EDRY,EuroDry Ltd.,Consumer Services,Marine Transportation
EEFT,"Euronet Worldwide, Inc.",Finance,Investment Bankers/Brokers/Service
ESEA,Euroseas Ltd.,Transportation,Marine Transportation
EVLO,"Evelo Biosciences, Inc.",Health Care,Major Pharmaceuticals
EVBG,"Everbridge, Inc.",Technology,Computer Software: Prepackaged Software
EVK,"Ever-Glory International Group, Inc.",Consumer Non-Durables,Apparel
EVER,"EverQuote, Inc.",Technology,"Computer Software: Programming, Data Processing"
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors
EVLV,EVINE Live Inc.,Consumer Services,Catalog/Specialty Distribution
EVOP,"EVO Payments, Inc.",Miscellaneous,Business Services
EVFM,"Evofem Biosciences, Inc.",Health Care,Major Pharmaceuticals
EVGN,Evogene Ltd.,Basic Industries,Agricultural Chemicals
EVOK,"Evoke Pharma, Inc.",Health Care,Major Pharmaceuticals
EOLS,"Evolus, Inc.",Health Care,Major Pharmaceuticals
EVOL,"Evolving Systems, Inc.",Technology,EDP Services
EXAS,Exact Sciences Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,n/a,n/a
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,n/a,n/a
XELA,"Exela Technologies, Inc.",Miscellaneous,Business Services
EXEL,"Exelixis, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,EXFO Inc,Capital Goods,Electrical Products
EXLS,"ExlService Holdings, Inc.",Miscellaneous,Business Services
EXPI,"eXp World Holdings, Inc.",Finance,Real Estate
EXPE,"Expedia Group, Inc.",Consumer Services,Transportation Services
EXPD,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing
EXPO,"Exponent, Inc.",Consumer Services,Professional Services
STAY,"Extended Stay America, Inc.",Consumer Services,Hotels/Resorts
XOG,"Extraction Oil & Gas, Inc.",Energy,Oil & Gas Production
EXTR,"Extreme Networks, Inc.",Technology,Computer Communications Equipment
EYEG,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
EYEGW,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
EYEN,"Eyenovia, Inc.",Health Care,Major Pharmaceuticals
EYPT,"EyePoint Pharmaceuticals, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
EZPW,"EZCORP, Inc.",Consumer Services,Other Specialty Stores
FFIV,"F5 Networks, Inc.",Technology,Computer Communications Equipment
FB,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing"
FLMN,Falcon Minerals Corporation,Energy,Oil & Gas Production
FLMNW,Falcon Minerals Corporation,Energy,Oil & Gas Production
DAVE,"Famous Dave&#39;s of America, Inc.",Consumer Services,Restaurants
FANH,Fanhua Inc.,Finance,Specialty Insurers
FARM,Farmer Brothers Company,Consumer Non-Durables,Packaged Foods
FMAO,"Farmers & Merchants Bancorp, Inc.",Finance,Savings Institutions
FMNB,Farmers National Banc Corp.,Finance,Major Banks
FAMI,"FARMMI, INC.",Consumer Non-Durables,Packaged Foods
FARO,"FARO Technologies, Inc.",Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,Consumer Services,RETAIL: Building Materials
FAT,FAT Brands Inc.,Consumer Services,Restaurants
FATE,"Fate Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FBSS,"Fauquier Bankshares, Inc.",Finance,Major Banks
FLF,"Federal Life Group, Inc.",Finance,Life Insurance
FNHC,FedNat Holding Company,Finance,Property-Casualty Insurers
FENC,Fennec Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GSM,Ferroglobe PLC,Capital Goods,Metal Fabrications
FFBW,"FFBW, Inc.",Finance,Savings Institutions
FCSC,Fibrocell Science Inc.,Health Care,Major Pharmaceuticals
FGEN,"FibroGen, Inc",Health Care,Major Pharmaceuticals
FDBC,"Fidelity D & D Bancorp, Inc.",Finance,Major Banks
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,n/a,n/a
LION,Fidelity Southern Corporation,Finance,Major Banks
FDUS,Fidus Investment Corporation,n/a,n/a
FDUSL,Fidus Investment Corporation,n/a,n/a
FDUSZ,Fidus Investment Corporation,n/a,n/a
FRGI,"Fiesta Restaurant Group, Inc.",Consumer Services,Restaurants
FITB,Fifth Third Bancorp,Finance,Major Banks
FITBI,Fifth Third Bancorp,Finance,Major Banks
FISI,"Financial Institutions, Inc.",Finance,Major Banks
FNSR,Finisar Corporation,Technology,Semiconductors
FNJN,"Finjan Holdings, Inc.",Miscellaneous,Multi-Sector Companies
FTAC,FinTech Acquisition Corp. III,Finance,Business Services
FTACU,FinTech Acquisition Corp. III,Finance,Business Services
FTACW,FinTech Acquisition Corp. III,Finance,Business Services
FEYE,"FireEye, Inc.",Technology,Computer peripheral equipment
FBNC,First Bancorp,Finance,Major Banks
FNLC,"First Bancorp, Inc (ME)",Finance,Major Banks
FRBA,First Bank,n/a,n/a
BUSE,First Busey Corporation,Finance,Major Banks
FBIZ,"First Business Financial Services, Inc.",Finance,Major Banks
FCAP,"First Capital, Inc.",Finance,Savings Institutions
FCBP,First Choice Bancorp,Finance,Major Banks
FCNCA,"First Citizens BancShares, Inc.",Finance,Major Banks
FCBC,"First Community Bankshares, Inc.",Finance,Major Banks
FCCO,First Community Corporation,Finance,Major Banks
FDEF,First Defiance Financial Corp.,Finance,Savings Institutions
FFBC,First Financial Bancorp.,Finance,Major Banks
FFIN,"First Financial Bankshares, Inc.",Finance,Major Banks
THFF,First Financial Corporation Indiana,Finance,Major Banks
FFNW,"First Financial Northwest, Inc.",Finance,Major Banks
FFWM,First Foundation Inc.,Finance,Major Banks
FGBI,"First Guaranty Bancshares, Inc.",Finance,Savings Institutions
FHB,"First Hawaiian, Inc.",Finance,Major Banks
INBK,First Internet Bancorp,Finance,Major Banks
INBKL,First Internet Bancorp,Finance,Major Banks
FIBK,"First Interstate BancSystem, Inc.",Finance,Major Banks
FRME,First Merchants Corporation,Finance,Major Banks
FMBH,"First Mid-Illinois Bancshares, Inc.",Finance,Major Banks
FMBI,"First Midwest Bancorp, Inc.",Finance,Major Banks
FNWB,First Northwest Bancorp,Finance,Banks
FSFG,"First Savings Financial Group, Inc.",Finance,Savings Institutions
FSLR,"First Solar, Inc.",Technology,Semiconductors
FAAR,First Trust Alternative Absolute Return Strategy ETF,n/a,n/a
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,n/a,n/a
BICK,First Trust BICK Index Fund,n/a,n/a
FBZ,First Trust Brazil AlphaDEX Fund,n/a,n/a
FTHI,First Trust BuyWrite Income ETF,n/a,n/a
FCAL,First Trust California Municipal High income ETF,n/a,n/a
FCAN,First Trust Canada AlphaDEX Fund,n/a,n/a
FTCS,First Trust Capital Strength ETF,n/a,n/a
FCEF,First Trust CEF Income Opportunity ETF,n/a,n/a
FCA,First Trust China AlphaDEX Fund,n/a,n/a
SKYY,First Trust Cloud Computing ETF,n/a,n/a
RNDM,First Trust Developed International Equity Select ETF,n/a,n/a
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,n/a,n/a
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,n/a,n/a
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,n/a,n/a
FV,First Trust Dorsey Wright Focus 5 ETF,n/a,n/a
IFV,First Trust Dorsey Wright International Focus 5 ETF,n/a,n/a
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,n/a,n/a
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,n/a,n/a
DVLU,First Trust Dorsey Wright Momentum & Value ETF,n/a,n/a
